ROUND,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,
0,1,0,1,0,0,0,1,0,1,0,
5,1,0,0,0,0,0,1,0,1,0,
10,0,1,0,0,0,0,1,0,1,1,
15,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
20,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
25,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
30,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
35,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
40,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
45,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
50,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
55,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
60,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
65,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
70,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
75,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
80,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
85,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
90,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
95,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
100,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
105,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
110,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
115,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
120,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
125,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
130,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
135,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
140,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
145,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
150,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
155,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
160,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
165,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
170,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
175,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
180,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
185,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
190,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
195,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
200,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
205,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
210,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
215,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
220,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
225,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
230,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
235,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
240,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
245,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
250,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
255,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
260,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
265,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
270,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
275,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
280,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
285,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
290,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
295,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
300,-1,-1,-1,-1,0,0,-1,-1,-1,-1,
