ROUND,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,
0,0,1,1,0,0,0,0,1,1,0,
5,0,0,1,1,0,0,0,0,1,1,
10,0,0,1,1,0,0,0,0,1,0,
15,0,0,1,1,0,0,0,0,1,0,
20,0,0,1,1,0,0,0,0,1,0,
25,0,0,1,1,0,0,0,0,1,0,
30,0,0,1,1,0,0,0,0,1,0,
35,0,0,1,1,0,0,0,0,1,0,
40,0,0,1,1,0,0,0,0,1,0,
45,0,0,1,1,0,0,0,0,1,0,
50,0,0,1,1,0,0,0,0,1,0,
55,0,0,1,1,0,0,0,0,1,0,
60,0,0,1,1,0,0,0,0,1,0,
65,0,0,1,1,0,0,0,0,1,0,
70,0,0,1,1,0,0,0,0,1,0,
75,0,0,1,1,0,0,0,0,1,0,
80,0,0,1,1,0,0,0,0,1,0,
85,0,0,1,1,0,0,0,0,1,0,
90,0,0,1,1,0,0,0,0,1,0,
95,0,0,1,1,0,0,0,0,1,0,
100,0,0,1,1,0,0,0,0,1,0,
105,0,0,1,1,0,0,0,0,1,0,
110,0,0,1,1,0,0,0,0,1,0,
115,0,0,1,1,0,0,0,0,1,0,
120,0,0,1,1,0,0,0,0,1,0,
125,0,0,1,1,0,0,0,0,1,0,
130,0,0,1,1,0,0,0,0,1,0,
135,0,0,1,1,0,0,0,0,1,0,
140,0,0,1,1,0,0,0,0,1,0,
145,0,0,1,1,0,0,0,0,1,0,
150,0,0,1,1,0,0,0,0,1,0,
155,0,0,1,1,0,0,0,0,1,0,
160,0,0,1,1,0,0,0,0,1,0,
165,0,0,1,1,0,0,0,0,1,0,
170,0,0,1,1,0,0,0,0,1,0,
175,0,0,1,1,0,0,0,0,1,0,
180,0,0,1,1,0,0,0,0,1,0,
185,0,0,1,1,0,0,0,0,1,0,
190,0,0,1,1,0,0,0,0,1,0,
195,0,0,1,1,0,0,0,0,1,0,
200,0,0,1,1,0,0,0,0,1,0,
205,0,0,1,1,0,0,0,0,1,0,
210,0,0,1,1,0,0,0,0,1,0,
215,0,0,1,1,0,0,0,0,1,0,
220,0,0,1,1,0,0,0,0,1,0,
225,0,0,1,1,0,0,0,0,1,0,
230,0,0,1,1,0,0,0,0,1,0,
235,0,0,1,1,0,0,0,0,1,0,
240,0,0,1,1,0,0,0,0,1,0,
245,0,0,1,1,0,0,0,0,1,0,
250,0,0,1,1,0,0,0,0,1,0,
255,0,0,1,1,0,0,0,0,1,0,
260,0,0,1,1,0,0,0,0,1,0,
265,0,0,1,1,0,0,0,0,1,0,
270,0,0,1,1,0,0,0,0,1,0,
275,0,0,1,1,0,0,0,0,1,0,
280,0,0,1,1,0,0,0,0,1,0,
285,0,0,1,1,0,0,0,0,1,0,
290,0,0,1,1,0,0,0,0,1,0,
295,0,0,1,1,0,0,0,0,1,0,
300,0,0,1,1,0,0,0,0,1,0,
